age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
69,European,Low,Silver,150510.55,12903.66,1,2587.65,418952.72,950337.24,488553.65,146365.32,11534.76,380254.5,1,2,3,1,2010,1609694.6300000001,801794.87,807899.7600000001,5.327167231798701
83,Asian,High,Silver,32073.35,2678.24,1,2347.98,50736.27,147943.13,132010.8,50664.83,6434.84,245287.55,2,1,3,2,2018,339731.84,298371.8,41360.04000000004,9.302794999586885
35,European,Mid,Jade,206263.62,33478.56,2,1184.32,698207.72,119493.39,58734.04,119351.62,5048.38,751678.76,2,2,3,2,2019,336105.99,1451070.7999999998,-1114964.8099999998,7.035030220064982
22,European,Low,Silver,488443.97,38137.68,1,5352.44,414468.11,82899.34,88519.63,58746.13,15426.2,834342.46,2,5,4,1,2004,283728.98000000004,1254163.01,-970434.03,2.567670166958966
24,Asian,High,Silver,99158.69,44809.92,1,2874.56,645353.76,617206.2,344673.59,420341.47,15186.68,1038669.51,3,2,4,1,2019,1442217.8599999999,1686897.83,-244679.9700000002,17.012102822253905
57,Australian,High,Jade,73938.15,3637.2,1,329.4,104627.48,70248.6,34655.98,54878.21,17682.75,424743.75,1,1,1,2,2014,181102.74000000002,529700.63,-348597.89,7.164104457577043
59,Asian,Low,Jade,307710.01,38676.36,1,2307.63,46240.24,281809.65,388702.97,60248.96,30773.06,474892.7,1,2,2,2,2001,800211.0,523440.57,276770.43,1.7010839848856396
55,African,High,Gold,92114.96,18873.2,1,3427.57,217895.79,294751.53,210899.8,51403.65,19585.44,322892.03,2,1,3,1,1999,595513.6199999999,544215.39,51298.229999999865,5.908002239809907
46,European,High,Silver,237712.32,32484.0,1,3509.73,984353.58,78922.9,21797.75,59770.95,26771.85,1038710.61,0,2,4,1,2006,219747.44999999998,2026573.92,-1806826.47,8.52532136323435
64,Australian,Mid,Gold,102321.97,8179.91,1,677.78,349666.15,61904.57,58884.83,14615.52,24266.92,545803.22,2,1,1,2,2009,167851.74999999997,896147.15,-728295.4,8.758110794778482
46,Asian,Mid,Jade,124291.77,14326.2,1,987.5,734431.49,776427.98,278717.74,323312.57,2728.11,0.0,1,2,1,1,2014,1395512.6,735418.99,660093.6100000001,5.916875992674334
20,Australian,High,Gold,31270.5,10476.6,2,126.36,115777.67,132877.02,67741.22,106041.07,17613.71,261669.54,3,1,1,2,2000,334749.62,377573.57,-42823.95000000001,12.074433411681937
47,Asian,High,Silver,312880.96,9439.2,1,4874.85,110720.16,481590.33,298586.0,161043.81,39706.05,256486.8,3,2,2,2,2001,990365.3900000001,372081.81,618283.5800000001,1.1892120568793958
41,European,Mid,Gold,106006.79,7414.89,3,3379.99,584428.6,223047.83,166340.75,141843.3,23344.99,1056697.98,3,5,2,1,2008,561991.7599999999,1644506.5699999998,-1082514.81,15.51321920039273
49,Asian,Low,Silver,130654.72,12511.6,1,2509.62,253335.18,522543.96,378724.52,60404.16,30702.68,343858.38,2,1,3,2,2019,1004886.92,599703.1799999999,405183.7400000001,4.5899848088151725
18,European,High,Platinum,91471.63,18730.14,2,296.53,367291.21,620185.12,304652.34,234582.3,33630.54,927506.57,1,1,3,2,2007,1211780.44,1295094.31,-83313.87000000011,14.158426060626667
40,Asian,High,Jade,153744.58,63394.57,2,1911.28,1224014.14,1249137.19,380531.86,281428.13,35492.2,1010845.36,1,3,3,2,2021,2009983.9499999997,2236770.78,-226786.83000000007,14.548615502413158
46,American,Mid,Jade,165751.68,17657.88,2,609.8,216546.57,490931.68,309811.25,133457.15,24091.79,639406.54,2,1,3,1,2010,975949.75,856562.91,119386.83999999997,5.167747983006869
36,Asian,High,Silver,77596.15,8059.52,2,1557.94,423372.77,233951.1,175463.33,103246.32,19501.48,93263.8,2,1,3,1,2021,540221.75,518194.51,22027.23999999999,6.67809562716707
69,American,High,Jade,287617.05,10560.2,3,1942.08,681068.64,2609169.92,1304584.96,397898.41,10474.24,1832951.68,1,2,3,2,2020,4332687.73,2515962.4,1816725.3300000005,8.747612146081048
76,Asian,High,Platinum,118852.36,22744.8,2,616.1,466450.79,255292.91,169205.77,97011.31,1990.11,232157.89,1,1,3,2,2014,546244.9,699224.78,-152979.88,5.883137532986304
79,American,High,Silver,83994.66,3466.24,1,600.32,534980.48,550849.92,275424.96,294704.71,27373.44,101714.56,0,1,4,1,2019,1151819.27,637295.3599999999,514523.91000000015,7.5873318613349925
81,American,Low,Silver,440914.64,51646.96,1,2971.6,1905896.14,976955.69,424204.44,270976.66,48937.01,1327138.93,2,5,4,1,2015,1772720.7599999998,3236006.67,-1463285.9100000001,7.339304201829179
77,Asian,Low,Jade,206362.56,23662.8,1,5844.15,232222.14,1868783.85,733670.69,546515.45,13053.15,504543.33,2,2,2,1,2000,3185685.94,742609.62,2443076.32,3.5985675890045172
55,European,Mid,Jade,46575.66,20479.73,3,1442.78,584254.21,241112.03,313828.36,49600.19,28376.16,182781.53,0,2,3,1,2008,653396.4700000001,768478.52,-115082.04999999993,16.499573382320293
27,American,High,Gold,140412.85,26154.24,2,1234.8,138065.34,217030.91,121537.31,209796.54,29360.1,905987.88,3,2,4,2,2019,603879.1,1045288.02,-441408.92000000004,7.444390025556777
75,European,Mid,Jade,72997.57,24904.1,1,1489.87,1026727.46,1188540.59,444633.89,410431.28,51616.96,1166700.39,3,2,1,1,2020,2120126.82,2194917.7199999997,-74790.8999999999,30.06836693331024
84,Asian,Low,Jade,52989.01,23002.36,1,1714.85,146524.14,51426.54,75366.48,7181.98,9821.15,204751.77,0,1,1,2,2015,166798.51,352990.76,-186192.25,6.661584354944544
76,European,High,Silver,142608.78,22836.57,1,3390.08,593776.9,565070.6,226028.24,532673.22,5855.09,303677.52,0,2,1,1,1999,1352463.7200000002,900844.5,451619.2200000002,6.316893672325084
60,Australian,High,Jade,68511.32,23184.85,1,1042.4,143116.01,123081.34,176789.56,42295.22,9790.03,154055.13,2,2,2,1,2005,375141.0,298213.54000000004,76927.45999999996,4.352763017848729
58,American,Low,Platinum,17226.85,2985.08,1,537.53,25730.92,106528.13,95314.64,28706.53,19890.63,170637.72,2,1,2,1,2014,253425.01,196906.16999999998,56518.840000000026,11.430190081181411
54,Asian,Mid,Silver,332248.45,42622.08,2,150.61,1242538.6,450061.73,164538.7,223579.05,64203.23,502368.76,3,3,3,2,2010,945004.7899999999,1745057.9700000002,-800053.1800000003,5.252268204712468
21,Asian,High,Silver,192608.67,8102.16,2,2494.69,1396353.87,1571606.99,331510.85,1021790.1,45602.3,1622146.94,1,2,3,1,2009,2978612.4,3020995.5,-42383.10000000009,15.684628838359144
57,European,High,Jade,124124.85,20225.7,3,5842.4,812506.97,1280099.99,935029.56,203034.99,26555.51,1014170.74,2,2,3,2,2002,2464945.75,1832520.1099999999,632425.6400000001,14.763523259041197
27,Asian,Low,Platinum,172741.13,37794.12,1,916.59,1199169.58,649525.87,322583.32,61203.65,59022.71,780669.88,2,2,3,2,2008,1130129.6700000002,1980756.0500000003,-850626.3800000001,11.466615102031579
73,European,Low,Jade,311756.89,49391.16,2,10496.86,762246.27,1701548.22,397441.92,743216.39,47325.09,2127257.75,2,3,3,1,2021,2938922.7800000003,2900000.88,38921.90000000037,9.302122817558258
64,European,Low,Gold,470606.05,15300.52,1,10768.45,1555674.67,286537.87,139657.11,120345.9,18566.71,878227.76,1,5,3,1,2007,580408.11,2444670.88,-1864262.77,5.1947289670415415
62,European,High,Jade,319611.23,14446.8,2,3662.45,439795.3,2285481.94,907214.2,837428.5,10146.0,1105890.68,0,2,3,2,2019,4054717.4399999995,1549348.43,2505369.01,4.847603227208255
49,European,High,Gold,513292.88,71291.72,2,5605.08,1370587.81,3784994.65,1676896.36,848030.45,73386.45,1001806.58,0,5,4,2,2002,6454599.63,2377999.47,4076600.1599999997,4.6328315911960445
50,Asian,High,Gold,86750.8,31623.41,1,2081.14,291883.94,490797.26,341694.3,218063.09,13164.06,883036.7,3,2,4,1,2010,1095342.12,1177001.78,-81659.65999999992,13.56761874242082
18,Australian,High,Silver,287119.35,37321.16,2,268.53,283452.09,810074.57,337531.07,451327.26,51720.85,911107.09,1,3,3,1,2016,1687974.91,1194827.71,493147.19999999995,4.1614322058057045
79,African,Mid,Jade,446342.23,64689.68,2,1042.24,0.0,118553.71,60298.87,44416.76,67808.68,1170488.07,3,4,1,1,2020,355767.7,1171530.31,-815762.6100000001,2.6247355308503972
29,European,High,Gold,97294.96,28538.8,1,5056.72,589695.02,205426.24,78194.51,36406.83,58283.1,759402.04,2,1,2,2,2021,406849.48,1354153.78,-947304.3,13.918025969690516
35,African,Low,Silver,118451.97,27369.65,1,3729.34,853145.91,1241571.38,524039.87,344253.88,26874.54,480920.06,0,1,3,1,2008,2164109.32,1337795.31,826314.0099999998,11.29398953854461
28,American,High,Jade,147794.79,33716.15,1,7973.3,1040360.49,636897.33,143178.47,210324.24,50805.55,341307.23,3,2,4,1,2000,1074921.74,1389641.02,-314719.28,9.402503430601309
29,Asian,High,Jade,266452.26,10398.05,1,5160.23,372970.52,976566.95,954117.14,176792.29,23156.7,229465.37,0,4,1,2,2012,2141031.13,607596.12,1533435.0099999998,2.2803188833902177
53,American,High,Platinum,143055.44,53761.4,1,1566.87,95186.81,175782.18,97656.77,215821.45,27629.36,334058.29,3,3,1,1,2020,570651.16,430811.97,139839.19000000006,3.0115035821077476
85,Asian,Low,Silver,156565.48,40898.84,1,4042.21,953116.72,1239213.43,654678.79,318922.1,31537.7,1599594.86,1,2,1,1,2016,2285250.86,2556753.79,-271502.93000000017,16.330252300826466
20,Asian,High,Platinum,26064.25,22015.68,1,1262.47,76828.18,103800.53,130190.5,55348.55,19168.88,460038.22,1,1,2,1,1999,330524.14,538128.87,-207604.72999999998,20.646244185042733
64,Asian,Mid,Gold,169831.13,25753.56,1,4653.98,1235321.88,651093.05,233107.39,388083.61,50302.18,1143694.6,3,4,2,2,2000,1348339.79,2383670.46,-1035330.6699999999,14.035533179341149
64,Asian,Mid,Silver,72989.92,41186.3,1,1113.1,487312.15,343016.51,157708.74,290972.63,39729.76,752220.1,2,2,3,2,2021,872613.9400000001,1240645.35,-368031.41000000003,16.997488831334522
61,European,Low,Jade,155541.46,16460.64,2,6944.52,747703.02,1591120.17,554798.48,452631.82,117922.69,2700944.0,1,3,3,1,2020,2732933.8,3455591.54,-722657.7400000002,22.21653017787026
79,European,High,Platinum,118429.36,4185.6,1,3527.33,656915.42,1515691.24,595823.45,359584.68,13001.98,992731.94,0,2,3,1,2012,2488286.95,1653174.69,835112.2600000002,13.959162575901786
75,European,Mid,Jade,247866.56,7409.53,1,951.79,707005.3,52990.54,39198.48,20368.69,20930.06,205378.96,2,2,3,2,2020,140897.30000000002,913336.05,-772438.75,3.6847893076016387
35,European,High,Silver,291468.65,50088.75,2,4622.34,103028.74,292403.24,332734.72,155982.0,18057.37,757812.89,0,5,3,1,2014,849266.08,865463.97,-16197.890000000014,2.9693209544148225
84,African,High,Jade,377880.93,52417.8,1,3810.24,1169060.85,1079135.78,731414.25,299280.32,29323.62,653784.21,1,4,3,2,2008,2191571.77,1826655.3,364916.47,4.833944120969535
77,American,Mid,Silver,179913.72,14324.8,1,7750.89,1265003.46,2034622.23,648064.86,859062.72,4603.1,479919.2,1,2,3,2,2007,3560677.7099999995,1752673.5499999998,1808004.1599999997,9.741744820795212
38,Asian,Low,Silver,149042.79,22769.8,3,1300.43,894827.39,584732.44,318604.21,35983.53,48948.29,1021339.24,3,1,4,2,2016,1011038.27,1917467.06,-906428.79,12.86521179588761
23,European,Mid,Silver,308261.53,34867.08,1,931.75,986121.54,2404549.76,1550040.34,292917.88,26441.84,2399439.15,1,5,4,2,2005,4308816.899999999,3386492.44,922324.4599999995,10.985777044576402
25,Australian,Mid,Silver,160662.66,4765.84,1,4074.52,378938.13,116891.76,34379.93,93055.01,8772.58,724109.12,0,1,3,1,2009,257865.12,1107121.77,-849256.65,6.890971243722717
76,Asian,Mid,Jade,213619.52,47184.72,1,4063.38,125768.67,451924.45,434762.76,127682.96,5367.88,923858.68,3,2,1,2,2005,1066922.77,1053690.73,13232.040000000037,4.932558269955854
40,European,High,Jade,197052.23,5283.64,1,3784.68,63873.52,500037.87,401346.19,284824.2,8464.17,1179446.58,0,2,2,1,2020,1199956.0699999998,1247104.78,-47148.710000000196,6.328803180760755
29,American,High,Jade,161349.6,6127.2,2,4120.27,1104315.26,450709.21,228821.6,108447.57,7563.5,597295.92,1,2,3,2,2005,801669.0800000001,1705731.4500000002,-904062.3700000001,10.571649697303249
54,American,Low,Gold,63066.52,18082.61,1,2313.62,40136.79,242133.59,155919.36,26689.73,20899.07,929792.01,2,1,4,2,2019,463724.3599999999,972242.42,-508518.0600000001,15.416141876862717
70,American,Mid,Jade,153235.97,15982.04,3,911.47,64502.66,251604.01,161477.2,177662.48,13749.93,362134.64,1,1,1,1,2020,620475.6600000001,427548.77,192926.89000000013,2.7901332174162503
43,American,High,Silver,275945.14,38864.52,1,7331.89,1775987.74,687073.57,402582.17,85884.2,95299.78,1095597.12,2,4,1,1,2021,1309704.24,2878916.75,-1569212.51,10.43293152399785
20,European,High,Jade,26413.88,20882.4,1,509.22,208123.36,87378.66,60900.28,75066.21,3468.68,474023.4,1,1,1,2,2019,247696.23,682655.98,-434959.75,25.844593070007132
35,American,Low,Gold,109285.86,18460.16,1,2046.67,90408.36,103372.73,44489.53,64771.52,7779.92,112471.48,3,1,2,1,2008,238873.86000000002,204926.51,33947.350000000006,1.8751420357583315
72,Asian,Low,Gold,132512.24,24019.2,2,4038.01,50329.1,250162.34,136010.59,120757.98,28962.78,592356.71,3,1,2,2,2019,559912.8899999999,646723.82,-86810.93000000005,4.880483644378813
75,American,Mid,Silver,189418.65,28571.94,2,6554.97,1145058.09,44438.07,23277.08,29329.12,1586.01,217985.19,3,3,3,1,2018,127202.21999999999,1369598.25,-1242396.03,7.2305353775882155
31,European,Low,Jade,111793.24,35024.99,3,11023.35,1323213.49,1747703.69,862043.04,325214.59,1123.65,1627368.17,3,3,3,2,2020,2971109.96,2961605.01,9504.950000000186,26.491807644183133
42,European,Low,Jade,272202.65,21930.35,1,6349.69,1424975.5,700948.83,280379.53,302809.89,17116.13,1493457.88,0,2,3,1,2000,1323184.73,2924783.07,-1601598.3399999999,10.744873607953485
26,Australian,High,Silver,47336.04,2133.32,1,2726.65,571500.56,189166.65,66673.49,97219.25,600.87,671976.39,0,1,3,1,2015,355793.58,1246203.6,-890410.02,26.326739625874918
35,African,Mid,Jade,193785.75,53218.8,1,7231.68,1028620.94,2061726.77,887687.92,320999.4,64412.5,2119333.25,1,4,3,1,2008,3388045.3899999997,3155185.87,232859.51999999955,16.281826037260224
79,Asian,High,Platinum,279342.47,15078.0,1,2065.34,797384.4,643768.67,232056.15,397714.29,52283.7,1831584.52,0,3,3,2,2010,1340900.81,2631034.26,-1290133.4499999997,9.418668990791124
56,European,High,Platinum,59266.75,28855.93,2,2498.65,73019.71,478878.83,136045.12,436704.84,14706.38,381182.2,1,1,3,2,2020,1095191.0999999999,456700.56,638490.5399999998,7.705847882666082
73,European,Low,Platinum,214462.7,7743.89,1,3426.28,599030.74,2737514.23,641899.89,809926.62,120545.61,2580552.2,3,4,4,2,2018,4317630.24,3183009.22,1134621.02,14.841784701955165
56,Asian,Low,Silver,211605.61,32733.84,1,1262.04,885758.4,1904110.56,616824.55,412736.08,64345.65,439166.47,2,2,4,1,2010,3030750.68,1326186.9100000001,1704563.77,6.26725780096284
31,Asian,High,Jade,57692.88,7166.8,2,5038.21,88994.69,148572.3,47416.69,34192.7,13902.04,369628.68,3,1,1,1,2002,251250.53,463661.58,-212411.05000000002,8.036720995727723
38,European,Low,Jade,439038.72,42208.68,1,2877.22,360182.34,2504280.57,840597.67,874221.58,16890.99,3015372.3,0,4,2,2,2005,4278199.489999999,3378431.86,899767.6299999994,7.695065847495182
79,Australian,High,Silver,31129.69,17601.5,2,1088.96,263810.88,403236.86,100809.22,169233.47,24209.92,531731.84,1,1,3,1,2005,715090.97,796631.6799999999,-81540.70999999996,25.590736046520217
62,European,High,Gold,168187.3,29719.97,1,4517.22,537475.12,442236.13,208601.95,200257.87,6680.0,1085889.84,0,2,4,1,2013,887495.92,1627882.1800000002,-740386.2600000001,9.678983966090188
31,European,High,Silver,84208.36,2560.04,3,139.94,114719.72,237591.72,139456.01,121171.78,21063.23,816059.38,2,1,1,2,2000,521842.77999999997,930919.04,-409076.26000000007,11.054947988537005
76,American,High,Silver,143047.68,13216.8,1,6935.48,1039003.28,763100.63,182891.89,514935.26,35158.0,1862168.22,1,2,1,1,2021,1509302.58,2908106.98,-1398804.4,20.329634007346364
75,European,High,Jade,194118.09,31343.76,2,4488.62,318746.62,314626.92,417783.29,51939.23,41068.86,1099559.67,1,4,1,2,2019,856762.0599999999,1422794.91,-566032.85,7.329532811702402
33,European,Low,Gold,329840.71,29400.9,1,1430.89,941944.19,67947.49,60699.76,28701.02,35891.21,628167.38,1,2,2,2,1995,222640.37999999998,1571542.46,-1348902.08,4.764549712496071
54,European,High,Gold,83578.35,21306.6,2,126.71,218389.74,880868.89,476321.7,220217.22,41136.44,803744.8,1,1,2,1,2010,1639850.85,1022261.25,617589.6000000001,12.231172905423474
76,European,Low,Jade,130355.79,29274.48,1,1902.2,510286.85,198561.71,275199.57,49013.39,25442.75,98273.15,1,2,3,1,2001,577491.9,610462.2,-32970.29999999993,4.683046299669543
24,American,High,Jade,466146.25,13227.76,2,2195.14,1254040.21,1229634.12,641548.24,549058.36,49726.33,1392312.16,3,4,3,1,2001,2483194.81,2648547.51,-165352.69999999972,5.68179516621661
81,European,Mid,Jade,60950.94,16345.28,1,363.28,16502.97,81534.83,112302.69,38213.68,673.44,351921.84,0,1,3,2,2007,249069.92,368788.09,-119718.17000000001,6.050572640881339
30,American,Low,Jade,58421.24,13035.47,1,4644.02,716853.6,826697.1,273395.89,339792.04,6867.12,992277.02,1,1,3,2,2008,1459787.62,1713774.6400000001,-253987.02000000002,29.334787142484483
80,Asian,Mid,Jade,85435.25,15147.27,2,1034.53,384841.73,273568.25,135456.12,140555.65,10620.92,572742.78,3,1,3,1,2021,575348.2100000001,958619.04,-383270.82999999996,11.220415929022272
25,Asian,Mid,Jade,202228.56,41052.93,1,2810.05,882260.0,588292.83,132251.88,284934.39,75761.75,474887.04,0,2,3,1,2020,1122293.78,1359957.09,-237663.31000000006,6.724851771678541
56,European,High,Silver,235490.97,9982.7,2,2493.56,1091099.3,993806.11,321230.26,430047.01,54177.55,1044226.76,0,2,3,1,2019,1809243.6300000001,2137819.62,-328575.99,9.078138410147956
50,European,Mid,Gold,83735.5,16084.04,1,2396.93,242274.93,317381.34,170383.67,189894.27,23667.35,384228.22,3,1,4,1,1995,717410.67,628900.08,88510.59000000008,7.510555021466403
62,Asian,High,Jade,110666.82,13797.12,2,5699.95,1153133.74,673238.0,341497.54,114157.75,25769.35,1100027.81,0,2,4,1,2013,1168459.7600000002,2258861.5,-1090401.7399999998,20.411370815570557
41,African,High,Silver,146174.05,18695.16,1,2513.28,825633.42,1026061.16,233881.59,286316.33,3200.84,1373757.65,0,2,1,2,1996,1568155.08,2201904.35,-633749.27,15.06357900051343
71,American,Mid,Gold,141296.85,2725.42,2,2574.24,323789.6,756163.86,294435.49,363493.99,4232.01,854450.48,2,1,2,1,1995,1421050.77,1180814.3199999998,240236.4500000002,8.356975544748519
39,European,Mid,Gold,226048.48,38636.88,1,5675.42,105151.41,200417.34,90297.92,103952.73,26955.53,564340.85,0,3,3,1,2003,460260.4,675167.6799999999,-214907.2799999999,2.9868268966020026
76,European,Mid,Jade,139134.53,27288.72,1,863.83,327201.14,151010.29,110058.35,122548.69,15494.79,121501.51,2,1,4,1,2008,426400.83999999997,449566.48000000004,-23165.640000000072,3.2311639677080883
68,Asian,Mid,Jade,56371.97,36697.68,3,7396.3,157910.05,90353.83,39529.8,24274.52,60742.89,1652235.38,0,2,1,1,2015,251598.71999999997,1817541.73,-1565943.01,32.241940985919065
75,European,High,Jade,56772.53,54472.62,2,6723.52,557278.05,923024.78,612210.31,356023.84,47030.51,1765167.37,2,2,1,1,2012,1992762.0600000003,2329168.9400000004,-336406.8800000001,41.02633685692712
70,Australian,Low,Silver,53260.97,19390.88,3,3152.41,1006551.5,670053.71,469037.6,203845.23,23979.38,368123.51,1,2,1,1,2002,1386306.7999999998,1377827.42,8479.379999999888,25.869364001444207
83,European,Low,Jade,268022.95,46272.94,1,4157.62,1500235.15,880756.76,271566.67,550252.79,52885.73,1846404.19,3,3,2,2,2002,1801734.89,3350796.96,-1549062.07,12.501903139264753
39,African,Mid,Jade,246045.47,41317.32,1,5773.74,651837.19,1231355.56,284158.97,560845.62,71088.73,655826.37,2,2,2,2,2013,2188766.1999999997,1313437.2999999998,875328.8999999999,5.338189319234367
64,American,Mid,Gold,271368.12,50481.36,1,5289.24,179431.2,426703.09,118528.63,295926.49,12817.96,450531.33,1,2,3,1,2004,904457.5299999999,635251.77,269205.7599999999,2.340922618323774
70,European,High,Gold,224007.73,36622.72,2,58.87,1025677.09,868454.29,441119.64,305199.65,23358.99,159143.04,0,2,3,1,2000,1674755.29,1184879.0,489876.29000000004,5.289455859402708
67,European,High,Silver,95926.86,14361.6,3,637.85,205841.59,39648.52,41039.7,21104.14,6500.74,141223.41,3,1,3,2,2012,122654.70000000001,347702.85,-225048.14999999997,3.624666230084045
